id_perfil;edad;etnia;estado_civil;clase_social;religion;general_lifestyle;partido_politico;Auto_descripcion
AGH3XXOTQLYMB4ENYT5SRB7TOI;35-44 years old ; No identificable ; Married or domestic partnership ; No identificable ; Protestant/Other Christian ; Traditional lifestyle ; No identificable ;# Affectionate, passionate, loving, romantic # Amicable, amiable, affable, benevolent # Broad-minded, open-minded, liberal, tolerant # Kind, good-hearted, warm-hearted, sincere # Self-assured, confident, self-sufficient, secure # Trustworthy, competent, reliable, responsible #
AU4KWL43HG7FK6R5BU4BKF7VEQ;18-24 years old ; Black or African American ; Single, never married ; No identificable ; No religion identity ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Intelligent, smart, bright, well-informed # Reserved, conservative, quiet, conventional # Sociable, friendly, cheerful, likeable # Tense, nervous, high-strung, excitable #
BKR3FNYR35HXMZ5DPB6IDIHTZM;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Broad-minded, open-minded, liberal, tolerant # Funny, humorous, amusing, witty # Self-assured, confident, self-sufficient, secure #
CANB375BYBTKRIH4CN2GSRWEYM;25-34 years old ; Hispanic or Latino ; Single, never married ; No identificable ; No religion identity ; Traditional lifestyle ; No identificable ;# Broad-minded, open-minded, liberal, tolerant # Intelligent, smart, bright, well-informed # Self-assured, confident, self-sufficient, secure # Sociable, friendly, cheerful, likeable #
CSDJHRUATN2FA6OIXZ7ARP37KM;No identificable ; No identificable ; No identificable ; TOP-LOWERS ; No identificable ; Traditional lifestyle ; No identificable ;# Brave, courageous, daring, adventuresome # Frank, straightforward, outspoken, candid #
D3TBMZBHEBQGUPE3GCVC7CAX7A;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No religion identity ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Broad-minded, open-minded, liberal, tolerant # Sociable, friendly, cheerful, likeable #
DK4M5XXGFSD7AQEYJFQKJYAPNE;12-17 years old ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Kind, good-hearted, warm-hearted, sincere #
DPBB6LNBTEYMZ2HGEZSCSC2EGE;12-17 years old ; White ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Creative, inventive, imaginative, artistic # Dominating, authoritarian, demanding, aggressive # Egocentric, vain, self-centered, narcissistic # Intelligent, smart, bright, well-informed # Stubborn, hard-headed, headstrong, obstinate #
DQ3XTN7DKZ6UVR3G4EPH2CVXBU;25-34 years old ; White ; Single, never married ; No identificable ; No religion identity ; Traditional lifestyle ; Democrat ;# Amicable, amiable, affable, benevolent # Broad-minded, open-minded, liberal, tolerant # Frank, straightforward, outspoken, candid # Self-assured, confident, self-sufficient, secure # Sociable, friendly, cheerful, likeable #
AC3IH5KYNLI47BTBZ4RL5DXUBQ;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Broad-minded, open-minded, liberal, tolerant #
QFIMT3UQ276WWKCUVLA4NQEKYQ;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Awkward, absent-minded, forgetful, careless #
GCZ6OV426BCL6Y4ZYDHYKDZA3M;18-24 years old ; White ; Single, never married ; No identificable ; Protestant/Other Christian ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Kind, good-hearted, warm-hearted, sincere # Sociable, friendly, cheerful, likeable #
EJGAK7RW2YGVOKNCDJOVK4NJVY;No identificable ; No identificable ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; Republican ;# Frank, straightforward, outspoken, candid # Kind, good-hearted, warm-hearted, sincere #
EMZVO6UVGHYXMMIGCHG3LA4I7U;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Sociable, friendly, cheerful, likeable #
ESYFTHWVJFHXH3TEKPBDFRNWQU;12-17 years old ; Hispanic or Latino ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Awkward, absent-minded, forgetful, careless # Tense, nervous, high-strung, excitable #
JBHEIB7L7SKMGUUVRQW5L55MX4;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Intelligent, smart, bright, well-informed #
EYT6U4B77UHJFLI2PG6E4TPAKU;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Awkward, absent-minded, forgetful, careless # Frank, straightforward, outspoken, candid # Intelligent, smart, bright, well-informed # Stubborn, hard-headed, headstrong, obstinate #
6YNAODIOKF3T7DAYQAII654A5I;12-17 years old ; Asian / Pacific Islander ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Creative, inventive, imaginative, artistic # Reserved, conservative, quiet, conventional # Tense, nervous, high-strung, excitable #
FDLVWAPCEJSIQ5W2DN4QDLM6D4;12-17 years old ; No identificable ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Reserved, conservative, quiet, conventional # Tense, nervous, high-strung, excitable #
FHF4MIIPNO2T75NBSEQ3Q5CIMQ;45-54 years old ; No identificable ; Married or domestic partnership ; No identificable ; No religion identity ; Traditional lifestyle ; No identificable ;# Affectionate, passionate, loving, romantic # Amicable, amiable, affable, benevolent #
FMLRABIA4UJQZWCCEIPQY7QZVE;No identificable ; No identificable ; No identificable ; No identificable ; No religion identity ; No identificable ; No identificable ;# Broad-minded, open-minded, liberal, tolerant # Frank, straightforward, outspoken, candid # Intelligent, smart, bright, well-informed # Kind, good-hearted, warm-hearted, sincere #
FSBF52DAMGIM4M6VJ2MAEZ3P6Y;No identificable ; No identificable ; No identificable ; BOTTOM-UPPERS ; No identificable ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Intelligent, smart, bright, well-informed # Self-assured, confident, self-sufficient, secure #
TQFQVVXWGIDHHBOIUUKKBBK3WI;12-17 years old ; No identificable ; Single, never married ; No identificable ; No identificable ; No identificable ; No identificable ;# Amicable, amiable, affable, benevolent # Frank, straightforward, outspoken, candid #
H4VQMQRWQ3QESBXRL4RSY7F5VQ;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Intelligent, smart, bright, well-informed # Self-assured, confident, self-sufficient, secure #
HAHWOXARHPDOR2KUISJBNYBSBE;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Intelligent, smart, bright, well-informed #
HIOOPIQOSC5QMAYHYGP4EQJ7HE;18-24 years old ; Hispanic or Latino ; Single, never married ; No identificable ; No identificable ; Other ; No identificable ;# Creative, inventive, imaginative, artistic # Kind, good-hearted, warm-hearted, sincere # Tense, nervous, high-strung, excitable #
OUXDJDVMTGTJTCEW6OMXUEPANI;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; Protestant/Other Christian ; No identificable ; No identificable ;# Broad-minded, open-minded, liberal, tolerant # Intelligent, smart, bright, well-informed #
NLZSAFNLMDU2L3XTTTGCQGT66Y;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; Other ;# Amicable, amiable, affable, benevolent # Frank, straightforward, outspoken, candid # Intelligent, smart, bright, well-informed # Sociable, friendly, cheerful, likeable # Trustworthy, competent, reliable, responsible #
VKC6C6BZURTPDMHR5LVWAEFJSE;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Awkward, absent-minded, forgetful, careless # Tense, nervous, high-strung, excitable #
J7ZGFHR6LP7HNA2DOYMG7OHPZE;12-17 years old ; White ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Kind, good-hearted, warm-hearted, sincere #
JGZTNBAZKFOSG3EA5Z3HHKFF5Q;No identificable ; No identificable ; Married or domestic partnership ; BOTTLE-MIDDLES ; No identificable ; Traditional lifestyle ; No identificable ;# Intelligent, smart, bright, well-informed # Reserved, conservative, quiet, conventional # Tense, nervous, high-strung, excitable #
KR27P4TYN3NJYO5LU3NFIWGG2Q;12-17 years old ; White ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Brave, courageous, daring, adventuresome # Creative, inventive, imaginative, artistic # Kind, good-hearted, warm-hearted, sincere #
RX2TOXA6LJUKP2GGBJQDH33G7U;12-17 years old ; Hispanic or Latino ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Awkward, absent-minded, forgetful, careless # Reserved, conservative, quiet, conventional #
L4DRVFZBAEB4GK2NB34VQVT6KI;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; Other ;# Egocentric, vain, self-centered, narcissistic # Intelligent, smart, bright, well-informed # Self-assured, confident, self-sufficient, secure # Sociable, friendly, cheerful, likeable # Stubborn, hard-headed, headstrong, obstinate #
F6F4EGLFX3TN6KWIIGL3A2WWWM;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Intelligent, smart, bright, well-informed # Kind, good-hearted, warm-hearted, sincere # Self-assured, confident, self-sufficient, secure #
OXQGEURQCEL25PJTW7NR26BDDA;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No religion identity ; No identificable ; No identificable ;# Intelligent, smart, bright, well-informed # Self-assured, confident, self-sufficient, secure #
MBSMMAUM647ZNXK4VHGHY7S4GY;No identificable ; White ; No identificable ; No identificable ; No identificable ; Groupie lifestyle ; No identificable ;# Funny, humorous, amusing, witty #
MH6LXEMGUHB5NAU5L6IEGKCX2M;No identificable ; White ; No identificable ; No identificable ; No identificable ; No identificable ; Libertarian ;# Brave, courageous, daring, adventuresome #
MHHN6S7E6ICG7PCW7QVB3FV7VQ;No identificable ; White ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Broad-minded, open-minded, liberal, tolerant # Intelligent, smart, bright, well-informed #
MSCPUHX44ZRFLOQVF4PKMVQ7TE;No identificable ; No identificable ; No identificable ; No identificable ; Protestant/Other Christian ; No identificable ; No identificable;
NPNMQU7XRQDDDYDCYE7ZPYVDRY;18-24 years old ; White ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Intelligent, smart, bright, well-informed #
NVMM4YWYBG3HJ3VTXV5WIAGBRE;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
OAFG6Q2L4QST6YVSTJMBAULKWY;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
OQNP4IBUQANKHMJS77EAZJFQME;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; Libertarian;
ZV24IIYPB6M73VPA7KSHIQRLZI;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Broad-minded, open-minded, liberal, tolerant # Frank, straightforward, outspoken, candid # Intelligent, smart, bright, well-informed #
OZ3VOH3QHOKMR4QIN7ENOFP5FA;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
PAPPKC7TN5F74HRNSZ56BRPPRE;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
PHVXJQIFO2KVUZTWCVUPF45BIE;No identificable ; White ; No identificable ; No identificable ; Catholic ; Traditional lifestyle ; No identificable;
QCMPNLNEN2AIIIUUYWYGKYP7MI;12-17 years old ; White ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Kind, good-hearted, warm-hearted, sincere # Sociable, friendly, cheerful, likeable #
PPSM2X2T6XG6ORBYGW6UGFGN7M;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Intelligent, smart, bright, well-informed #
PXZYDMUMTP37HCQCHUMMGTLPAQ;12-17 years old ; No identificable ; Single, never married ; No identificable ; No identificable ; No identificable ; No identificable ;# Amicable, amiable, affable, benevolent #
QI7AIL7PQGMPOSMOEJU4T2CWOY;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
QMAS2DYBNSNJZ3IQ4EWIOVKOY4;25-34 years old ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
RELM3F3LC5TK6FVILPNYBZHI5A;No identificable ; No identificable ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Frank, straightforward, outspoken, candid #
RIRQ2RSE2AZK5EXOX4UVBZHSYA;No identificable ; No identificable ; Married or domestic partnership ; No identificable ; No religion identity ; Traditional lifestyle ; No identificable ;# Kind, good-hearted, warm-hearted, sincere #
RKBVXAF3WDICZZKIF44CN54O3Y;No identificable ; No identificable ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Affectionate, passionate, loving, romantic #
RKTVSJVRQ6U4JREGMLN7MLQXWI;No identificable ; No identificable ; Single, never married ; No identificable ; No identificable ; No identificable ; No identificable;
SC2CVESYK6PYGG6ABUT5ECRLWM;12-17 years old ; White ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Affectionate, passionate, loving, romantic #
SCLSOFXV7Y2ZFGBM4ZDHIFNPNI;No identificable ; No identificable ; Married or domestic partnership ; No identificable ; No identificable ; Traditional lifestyle ; Other;
SCX4NDS7ADBR6LNS5A6R7AANRI;No identificable ; White ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
SK5LTIOGNTAP766KQEAKXCRHHY;No identificable ; Black or African American ; No identificable ; No identificable ; Protestant/Other Christian ; Traditional lifestyle ; No identificable;
SMV6AKLRJEYFGVIP6V6IRM6P64;12-17 years old ; No identificable ; Single, never married ; BOTTLE-LOWERS ; No identificable ; Other ; No identificable ;# Amicable, amiable, affable, benevolent # Intelligent, smart, bright, well-informed #
T3XEOGM44RLXL2V6TTKUKEIBWY;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
TS7Y3N7F5FTYD5AYW7CAB4XZWM;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Intelligent, smart, bright, well-informed #
UIV2A7FQ6YLA4K4G5ND7GB3IQU;No identificable ; No identificable ; No identificable ; No identificable ; No religion identity ; No identificable ; No identificable ;# Creative, inventive, imaginative, artistic # Intelligent, smart, bright, well-informed # Refined, gracious, sophisticated, dignified #
UQECIWZU4PD2ONSD5N5CMVUDS4;12-17 years old ; No identificable ; Single, never married ; No identificable ; No identificable ; No identificable ; No identificable;
UV52AYDUQT5TPQL4OJJTCQA63Y;12-17 years old ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Awkward, absent-minded, forgetful, careless #
V5SALSBT2GUF6PB7KFCUBDO5XM;12-17 years old ; No identificable ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Kind, good-hearted, warm-hearted, sincere # Tense, nervous, high-strung, excitable #
VAXZ4XKOKSCND7AGDWKUIJCWQA;No identificable ; No identificable ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Frank, straightforward, outspoken, candid # Funny, humorous, amusing, witty #
WKYB3B27DH7QVMHERZYAYRCUWM;No identificable ; No identificable ; Married or domestic partnership ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Self-assured, confident, self-sufficient, secure #
WOJCAW3OROORUWE4OJGEM4QBWY;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
WZERWXWB4JEGQDFHH5M5KVRG4Y;No identificable ; Hispanic or Latino ; Single, never married ; No identificable ; Catholic ; Traditional lifestyle ; No identificable ;# Brave, courageous, daring, adventuresome # Frank, straightforward, outspoken, candid #
X5QKJDWAZURDSSRANGPFVA745A;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Self-assured, confident, self-sufficient, secure #
XBYFXGCXWPVVGA6HA4DPYEI3RE;12-17 years old ; Hispanic or Latino ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Tense, nervous, high-strung, excitable #
XE3MU2UDQETKSQWAQ4PMQMYG3I;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
XI7LUSRVMZT43BPYBBLULWOQIA;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Frank, straightforward, outspoken, candid #
XQVVP3KBOHWFGXVJNCNZBPSQ3A;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
YACLFTQXFN55AN7GCOPOVTPKEQ;No identificable ; No identificable ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Kind, good-hearted, warm-hearted, sincere # Sociable, friendly, cheerful, likeable #
Y63CL5WFB4ZQCA4A3NLFZE3U5U;18-24 years old ; No identificable ; Married or domestic partnership ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
Y6DCOJGIF67PZPUPBVW2KB3ZAY;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
YGD6AITSYPGSLJIVGYVW2F3IBU;No identificable ; Hispanic or Latino ; Single, never married ; No identificable ; No identificable ; Groupie lifestyle ; No identificable ;# Frank, straightforward, outspoken, candid #
UBSCCKDST6CRF75CRPEQSDFKOA;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
ZBJKLJKSUY7ED3S75T3RW4ZLWA;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
ZO535HGYBHMPX6MX3WRAOW6DPU;35-44 years old ; White ; Married or domestic partnership ; No identificable ; Catholic ; Rural lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent # Brave, courageous, daring, adventuresome # Creative, inventive, imaginative, artistic # Intelligent, smart, bright, well-informed # Kind, good-hearted, warm-hearted, sincere #
ZSEVHB33I6YB67W6PWPSWGDPYM;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Creative, inventive, imaginative, artistic #
7RTSPN7CSEJRBIYN5BI5EGNBYQ;No identificable ; Asian / Pacific Islander ; Single, never married ; No identificable ; Catholic ; Traditional lifestyle ; No identificable;
L2Z766IDZTIYPV2VCY2XK4X5YI;25-34 years old ; Black or African American ; No identificable ; No identificable ; Protestant/Other Christian ; Traditional lifestyle ; Libertarian ;# Broad-minded, open-minded, liberal, tolerant # Creative, inventive, imaginative, artistic #
SO5VACUJQLUJ3KQBR5PFB5IEEM;No identificable ; No identificable ; No identificable ; No identificable ; Muslim ; No identificable ; No identificable ;# Intelligent, smart, bright, well-informed #
GWOSRJGB6UBGPHYU4PST5EVKJY;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent #
FM3JG7ZD4VW5XN23J3VOFGOCK4;18-24 years old ; White ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Kind, good-hearted, warm-hearted, sincere # Tense, nervous, high-strung, excitable #
MG3UEE3AQIF3PWBGBMBXTYDVVQ;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
JP76K77RNOHMBM3UJ6YB5O2KUE;No identificable ; Hispanic or Latino ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
L43LE2HMWPGBQDHUMGK3QCCOXQ;12-17 years old ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
GUPA3AAN2XM3EE5EO5HON4FDHM;12-17 years old ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
2ZB3IIKK42IVX67SV4XE3VWE2Y;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; Nomadism ; No identificable;
436NS7GRFHZUICZXRNU7FNMGAY;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
DM5W2ERNRX27OZWKDWFOFMELME;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Kind, good-hearted, warm-hearted, sincere #
QIYUQSOBOWF2UBKBIPMADMRG74;No identificable ; Black or African American ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
LBNJTNYM5OGVKVZZRKFZVZM7XA;No identificable ; No identificable ; Married or domestic partnership ; TOP-LOWERS ; Protestant/Other Christian ; Traditional lifestyle ; No identificable ;# Amicable, amiable, affable, benevolent #
YR3MJSUADTM2FFHBS4BN3S7G6A;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
BXRI7HTNHIX4JLTMSKBCW4AGT4;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
SSA374Y2NRSNDOYY54CRKKO2U4;25-34 years old ; No identificable ; Married or domestic partnership ; No identificable ; No identificable ; Traditional lifestyle ; No identificable;
NOE3U7JLB7NE7QIQFSLYPXTHYE;No identificable ; Hispanic or Latino ; Single, never married ; No identificable ; No identificable ; No identificable ; No identificable;
PYOZ53PPXNIDIQDYR4234DDTNA;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
K2MB2XUH6FOS6ZUWNBAHGYH7BE;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
723HTGATHCIXI4WFC4TKREI74E;No identificable ; White ; Single, never married ; No identificable ; No identificable ; No identificable ; No identificable;
IA2FBTDMWYKEVUVU77NLT45HJ4;No identificable ; No identificable ; Married or domestic partnership ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Intelligent, smart, bright, well-informed #
ZYVUOX24D6AZ5JFLKLCYST56ZQ;35-44 years old ; White ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Brave, courageous, daring, adventuresome #
CUJWVJU4D73CIKWKOWINPMRHVU;No identificable ; White ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
JM3EN4METN62QRNR7QV64HFMAI;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
K6BF3T2APMYGQ6LGVMS4XN6LRQ;No identificable ; Hispanic or Latino ; Single, never married ; No identificable ; No identificable ; Traditional lifestyle ; No identificable ;# Affectionate, passionate, loving, romantic #
A2SFJYDCMUEYE4AVFBC2WLGH2U;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Trustworthy, competent, reliable, responsible #
SWXAYMW3JBU7ZD44V5F4BJUEQA;18-24 years old ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
553FJQBXLAIIBJGU6HBA7HJHGU;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
W3FAEI5TQMIPBRZI4HTWV2GQOE;No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable;
IBCAHTCYBM2GTWV54STSTIUW6E;12-17 years old ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ; No identificable ;# Creative, inventive, imaginative, artistic # Tense, nervous, high-strung, excitable #
DDL2XUVQHKFZW3BW3FJOZ5XHRI;18-24 years old ; White ; No identificable ; No identificable ; No religion identity ; No identificable ; No identificable;
